filename,true,predicted,correct
sample_0_true_unknown_37.png,37,С.,False
sample_100_true_Н.png,Н,ЯйС,False
sample_101_true_В.png,В,2),False
sample_102_true_М.png,М,72,False
sample_103_true_unknown_48.png,48,х,False
sample_104_true_Р.png,Р,С,False
sample_105_true_С.png,С,Ч.,False
sample_106_true_Ъ.png,Ъ,5,False
sample_107_true_Х.png,Х,1,False
sample_108_true_Ъ.png,Ъ,О,False
sample_109_true_unknown_42.png,42,,False
sample_10_true_unknown_62.png,62,Ёс,False
sample_110_true_Ш.png,Ш,Га,False
sample_111_true_Ю.png,Ю,Л,False
sample_112_true_К.png,К,2,False
sample_113_true_Ю.png,Ю,“ХК,False
sample_114_true_Й.png,Й,Ё-,False
sample_115_true_Г.png,Г,2,False
sample_116_true_unknown_64.png,64,27,False
sample_117_true_Х.png,Х,ын»,False
sample_118_true_У.png,У,/д,False
sample_119_true_Ь.png,Ь,в,False
sample_11_true_unknown_65.png,65,ё,False
sample_120_true_unknown_37.png,37,С,False
sample_121_true_unknown_61.png,61,до,False
sample_122_true_unknown_45.png,45,/12,False
sample_123_true_unknown_39.png,39,Т,False
sample_124_true_С.png,С,Ё,False
sample_125_true_Б.png,Б,2,False
sample_126_true_Э.png,Э,0,False
sample_127_true_Ц.png,Ц,9722,False
sample_128_true_Я.png,Я,,False
sample_129_true_unknown_60.png,60,2,False
sample_12_true_Ы.png,Ы,0,False
sample_130_true_Ё.png,Ё,Т,False
sample_131_true_unknown_53.png,53,"12,",False
sample_132_true_unknown_37.png,37,С,False
sample_133_true_unknown_38.png,38,С»,False
sample_134_true_Е.png,Е,4,False
sample_135_true_У.png,У,1,False
sample_136_true_unknown_44.png,44,2,False
sample_137_true_Е.png,Е,6,False
sample_138_true_unknown_60.png,60,“Ж,False
sample_139_true_unknown_37.png,37,С,False
sample_13_true_Е.png,Е,Р,False
sample_140_true_unknown_39.png,39,|,False
sample_141_true_В.png,В,Ф,False
sample_142_true_Ъ.png,Ъ,49,False
sample_143_true_unknown_60.png,60,2,False
sample_144_true_unknown_44.png,44,2,False
sample_145_true_unknown_52.png,52,м,False
sample_146_true_Ш.png,Ш,|,False
sample_147_true_Х.png,Х,и.,False
sample_148_true_unknown_39.png,39,"""|",False
sample_149_true_unknown_63.png,63,12),False
sample_14_true_unknown_64.png,64,2),False
sample_150_true_unknown_53.png,53,ш,False
sample_151_true_Ф.png,Ф,Л.,False
sample_152_true_unknown_44.png,44,,False
sample_153_true_Ё.png,Ё,7,False
sample_154_true_unknown_65.png,65,Ж7,False
sample_155_true_Ш.png,Ш,2,False
sample_156_true_unknown_63.png,63,Жо,False
sample_157_true_Ц.png,Ц,Ж,False
sample_158_true_unknown_65.png,65,2.3,False
sample_159_true_unknown_52.png,52,Ч,False
sample_15_true_Й.png,Й,Е,False
sample_160_true_С.png,С,Цй,False
sample_161_true_Н.png,Н,ЛЕ.,False
sample_162_true_О.png,О,Ж-,False
sample_163_true_В.png,В,Т,False
sample_164_true_unknown_56.png,56,262,False
sample_165_true_Ж.png,Ж,“-,False
sample_166_true_В.png,В,2),False
sample_167_true_Ц.png,Ц,Л,False
sample_168_true_unknown_57.png,57,Е,False
sample_169_true_unknown_39.png,39,""")Ц",False
sample_16_true_unknown_46.png,46,(4,False
sample_170_true_Ь.png,Ь,27,False
sample_171_true_unknown_51.png,51,(7,False
sample_172_true_Р.png,Р,(24,False
sample_173_true_unknown_42.png,42,7,False
sample_174_true_unknown_58.png,58,20,False
sample_175_true_Б.png,Б,"2,",False
sample_176_true_Я.png,Я,7?,False
sample_177_true_unknown_48.png,48,гс,False
sample_178_true_unknown_42.png,42,7,False
sample_179_true_unknown_40.png,40,”,False
sample_17_true_unknown_36.png,36,12,False
sample_180_true_Л.png,Л,Ё,False
sample_181_true_П.png,П,4,False
sample_182_true_unknown_46.png,46,(9,False
sample_183_true_unknown_35.png,35,Р,False
sample_184_true_М.png,М,х,False
sample_185_true_unknown_45.png,45,Ф,False
sample_186_true_Ш.png,Ш,Н,False
sample_187_true_unknown_52.png,52,5),False
sample_188_true_unknown_64.png,64,й,False
sample_189_true_unknown_49.png,49,ёС,False
sample_18_true_unknown_41.png,41,2,False
sample_190_true_unknown_62.png,62,20,False
sample_191_true_unknown_42.png,42,ёс,False
sample_192_true_unknown_55.png,55,26:,False
sample_193_true_unknown_51.png,51,Ч.,False
sample_194_true_Г.png,Г,Т,False
sample_195_true_Ц.png,Ц,|,False
sample_196_true_unknown_51.png,51,т,False
sample_197_true_Д.png,Д,23,False
sample_198_true_unknown_41.png,41,Ч,False
sample_199_true_А.png,А,|,False
sample_19_true_Й.png,Й,,False
sample_1_true_unknown_46.png,46,9,False
sample_200_true_unknown_59.png,59,»,False
sample_201_true_П.png,П,9,False
sample_202_true_unknown_59.png,59,6,False
sample_203_true_unknown_42.png,42,м,False
sample_204_true_unknown_53.png,53,39,False
sample_205_true_З.png,З,,False
sample_206_true_unknown_52.png,52,ч,False
sample_207_true_О.png,О,фе?,False
sample_208_true_unknown_38.png,38,Со.,False
sample_209_true_unknown_65.png,65,3.,False
sample_20_true_Л.png,Л,Е!,False
sample_210_true_unknown_44.png,44,Ч,False
sample_211_true_unknown_39.png,39,9),False
sample_212_true_unknown_54.png,54,ЧИ,False
sample_213_true_unknown_53.png,53,,False
sample_214_true_Ш.png,Ш,Н,False
sample_215_true_И.png,И,7,False
sample_216_true_unknown_53.png,53,М,False
sample_217_true_П.png,П,С,False
sample_218_true_unknown_46.png,46,27,False
sample_219_true_unknown_48.png,48,7Л,False
sample_21_true_З.png,З,»,False
sample_220_true_unknown_45.png,45,Ф,False
sample_221_true_Е.png,Е,8,False
sample_222_true_М.png,М,ё,False
sample_223_true_unknown_54.png,54,ил,False
sample_224_true_unknown_40.png,40,Үс,False
sample_225_true_Б.png,Б,2,False
sample_226_true_Н.png,Н,СЯН,False
sample_227_true_Т.png,Т,2,False
sample_228_true_Ь.png,Ь,5,False
sample_229_true_А.png,А,4,False
sample_22_true_Й.png,Й,С.,False
sample_230_true_Л.png,Л,2,False
sample_231_true_unknown_48.png,48,Р2,False
sample_232_true_unknown_47.png,47,7),False
sample_233_true_О.png,О,2,False
sample_234_true_unknown_42.png,42,2,False
sample_235_true_С.png,С,м.,False
sample_236_true_unknown_50.png,50,7,False
sample_237_true_unknown_60.png,60,?,False
sample_238_true_Ч.png,Ч,цаа”,False
sample_239_true_Й.png,Й,4,False
sample_23_true_Ц.png,Ц,242.,False
sample_240_true_unknown_43.png,43,ү,False
sample_241_true_П.png,П,2,False
sample_242_true_unknown_63.png,63,Үг),False
sample_243_true_unknown_35.png,35,7),False
sample_244_true_К.png,К,5,False
sample_245_true_unknown_39.png,39,Т,False
sample_246_true_Ё.png,Ё,Г,False
sample_247_true_Б.png,Б,А,False
sample_248_true_unknown_62.png,62,7),False
sample_249_true_Г.png,Г,6,False
sample_24_true_Р.png,Р,"77,",False
sample_250_true_unknown_55.png,55,,False
sample_251_true_С.png,С,л,False
sample_252_true_М.png,М,8.,False
sample_253_true_unknown_48.png,48,й,False
sample_254_true_М.png,М,2,False
sample_255_true_О.png,О,572,False
sample_256_true_unknown_56.png,56,2,False
sample_257_true_unknown_48.png,48,2-2,False
sample_258_true_П.png,П,3,False
sample_259_true_unknown_57.png,57,2,False
sample_25_true_П.png,П,7,False
sample_260_true_unknown_46.png,46,59,False
sample_261_true_unknown_35.png,35,Р,False
sample_262_true_unknown_42.png,42,9,False
sample_263_true_Ж.png,Ж,(,False
sample_264_true_unknown_44.png,44,ф,False
sample_265_true_unknown_46.png,46,Ф,False
sample_266_true_Р.png,Р,(С,False
sample_267_true_unknown_50.png,50,7,False
sample_268_true_unknown_44.png,44,7,False
sample_269_true_В.png,В,Б,False
sample_26_true_С.png,С,4 -,False
sample_270_true_Т.png,Т,2Л,False
sample_271_true_Щ.png,Щ,ны,False
sample_272_true_unknown_50.png,50,О-,False
sample_273_true_unknown_60.png,60,бу,False
sample_274_true_Я.png,Я,Л.,False
sample_275_true_Ө.png,Ө,2,False
sample_276_true_unknown_65.png,65,9.,False
sample_277_true_И.png,И,7,False
sample_278_true_Ч.png,Ч,073,False
sample_279_true_Ь.png,Ь,Ө,False
sample_27_true_Ө.png,Ө,,False
sample_280_true_unknown_40.png,40,|,False
sample_281_true_unknown_42.png,42,/,False
sample_282_true_unknown_51.png,51,29,False
sample_283_true_О.png,О,Яс,False
sample_284_true_unknown_62.png,62,10,False
sample_285_true_В.png,В,В,True
sample_286_true_У.png,У,Ү-,False
sample_287_true_Й.png,Й,4,False
sample_288_true_И.png,И,Фу?,False
sample_289_true_Ж.png,Ж,Т-,False
sample_28_true_unknown_48.png,48,79,False
sample_290_true_Ц.png,Ц,|,False
sample_291_true_unknown_60.png,60,Э,False
sample_292_true_Й.png,Й,2,False
sample_293_true_unknown_43.png,43,“,False
sample_294_true_Н.png,Н,,False
sample_295_true_unknown_35.png,35,2,False
sample_296_true_Ц.png,Ц,4Л,False
sample_297_true_unknown_39.png,39,74,False
sample_298_true_unknown_35.png,35,2,False
sample_299_true_Д.png,Д,2,False
sample_29_true_Ү.png,Ү,К,False
sample_2_true_unknown_37.png,37,(,False
sample_300_true_unknown_50.png,50,0,False
sample_301_true_П.png,П,Г4,False
sample_302_true_unknown_51.png,51,,False
sample_303_true_П.png,П,|,False
sample_304_true_Я.png,Я,!!,False
sample_305_true_unknown_53.png,53,ил,False
sample_306_true_Т.png,Т,йП,False
sample_307_true_unknown_42.png,42,2,False
sample_308_true_unknown_38.png,38,С,False
sample_309_true_Э.png,Э,2,False
sample_30_true_unknown_40.png,40,үч!,False
sample_310_true_Т.png,Т,Й,False
sample_311_true_unknown_64.png,64,Ф,False
sample_312_true_Ү.png,Ү,К,False
sample_313_true_Я.png,Я,Л”,False
sample_314_true_Г.png,Г,2,False
sample_315_true_Н.png,Н,,False
sample_316_true_Ю.png,Ю,Їй,False
sample_317_true_Р.png,Р,97,False
sample_318_true_unknown_65.png,65,9),False
sample_319_true_unknown_52.png,52,7,False
sample_31_true_unknown_35.png,35,"7,",False
sample_320_true_Д.png,Д,8,False
sample_321_true_unknown_54.png,54,мм,False
sample_322_true_unknown_62.png,62,20,False
sample_323_true_Н.png,Н,777,False
sample_324_true_unknown_49.png,49,,False
sample_325_true_unknown_35.png,35,»,False
sample_326_true_Ц.png,Ц,А,False
sample_327_true_unknown_60.png,60,5,False
sample_328_true_unknown_37.png,37,й,False
sample_329_true_Ы.png,Ы,0,False
sample_32_true_unknown_58.png,58,2,False
sample_330_true_unknown_56.png,56,"“,",False
sample_331_true_unknown_46.png,46,9”,False
sample_332_true_Я.png,Я,"!,",False
sample_333_true_Р.png,Р,22,False
sample_334_true_Ё.png,Ё,7,False
sample_335_true_М.png,М,е,False
sample_336_true_unknown_54.png,54,(4й-,False
sample_337_true_unknown_59.png,59,р,False
sample_338_true_unknown_57.png,57,“1,False
sample_339_true_unknown_61.png,61,,False
sample_33_true_Й.png,Й,Ё,False
sample_340_true_unknown_65.png,65,|,False
sample_341_true_Ю.png,Ю,/7,False
sample_342_true_unknown_53.png,53,йг,False
sample_343_true_З.png,З,28,False
sample_344_true_Ц.png,Ц,йсС,False
sample_345_true_Х.png,Х,”,False
sample_346_true_unknown_61.png,61,9,False
sample_347_true_unknown_44.png,44,7,False
sample_348_true_И.png,И,7,False
sample_349_true_unknown_36.png,36,72,False
sample_34_true_unknown_39.png,39,77,False
sample_350_true_В.png,В,Ф,False
sample_351_true_Ё.png,Ё,Г,False
sample_352_true_unknown_36.png,36,Р,False
sample_353_true_unknown_60.png,60,2,False
sample_354_true_А.png,А,А,True
sample_355_true_unknown_62.png,62,7,False
sample_356_true_unknown_65.png,65,3,False
sample_357_true_unknown_38.png,38,С,False
sample_358_true_unknown_37.png,37,С-,False
sample_359_true_Ю.png,Ю,7/,False
sample_35_true_Й.png,Й,к,False
sample_360_true_Л.png,Л,2,False
sample_361_true_П.png,П,3,False
sample_362_true_Ф.png,Ф,97,False
sample_363_true_unknown_35.png,35,2,False
sample_364_true_П.png,П,ки,False
sample_365_true_unknown_65.png,65,,False
sample_366_true_unknown_51.png,51,и,False
sample_367_true_unknown_65.png,65,в,False
sample_368_true_unknown_49.png,49,Цэ,False
sample_369_true_Ё.png,Ё,Г”,False
sample_36_true_П.png,П,?,False
sample_370_true_unknown_51.png,51,,False
sample_371_true_unknown_48.png,48,3.,False
sample_372_true_Й.png,Й,ё.,False
sample_373_true_unknown_61.png,61,2,False
sample_374_true_unknown_35.png,35,2»,False
sample_375_true_unknown_57.png,57,2,False
sample_376_true_Х.png,Х,иг,False
sample_377_true_unknown_49.png,49,ц,False
sample_378_true_Ю.png,Ю,77,False
sample_379_true_unknown_59.png,59,ї,False
sample_37_true_М.png,М,ё,False
sample_380_true_Г.png,Г,”А,False
sample_381_true_unknown_52.png,52,м,False
sample_382_true_Ө.png,Ө,5,False
sample_383_true_unknown_59.png,59,"7,",False
sample_384_true_unknown_51.png,51,Ч,False
sample_385_true_Ү.png,Ү,ёс,False
sample_386_true_М.png,М,Э,False
sample_387_true_unknown_52.png,52,Дд,False
sample_388_true_Т.png,Т,7,False
sample_389_true_unknown_55.png,55,“2,False
sample_38_true_unknown_59.png,59,6,False
sample_390_true_unknown_54.png,54,шал,False
sample_391_true_З.png,З,:,False
sample_392_true_unknown_50.png,50,,False
sample_393_true_Ш.png,Ш,7/,False
sample_394_true_А.png,А,Я,False
sample_395_true_unknown_37.png,37,(,False
sample_396_true_П.png,П,"“,",False
sample_397_true_unknown_62.png,62,2),False
sample_398_true_У.png,У,К,False
sample_399_true_unknown_43.png,43,Ү,False
sample_39_true_Г.png,Г,Ё,False
sample_3_true_unknown_55.png,55,"ЫА,",False
sample_400_true_unknown_50.png,50,С,False
sample_401_true_Ц.png,Ц,М,False
sample_402_true_Й.png,Й,2-,False
sample_403_true_Х.png,Х,9,False
sample_404_true_unknown_52.png,52,ч,False
sample_405_true_unknown_63.png,63,Ү0,False
sample_406_true_unknown_36.png,36,р,False
sample_407_true_Ь.png,Ь,"7,",False
sample_408_true_unknown_46.png,46,2,False
sample_409_true_А.png,А,!,False
sample_40_true_unknown_45.png,45,72,False
sample_410_true_unknown_37.png,37,С”,False
sample_411_true_Т.png,Т,9,False
sample_412_true_А.png,А,А,True
sample_413_true_Ё.png,Ё,Г,False
sample_414_true_unknown_47.png,47,Х,False
sample_415_true_unknown_44.png,44,2,False
sample_416_true_Р.png,Р,|,False
sample_417_true_unknown_49.png,49,6,False
sample_418_true_unknown_58.png,58,О/,False
sample_419_true_unknown_57.png,57,"""ё",False
sample_41_true_Ь.png,Ь,2,False
sample_420_true_unknown_39.png,39,7,False
sample_421_true_Л.png,Л,73,False
sample_422_true_unknown_62.png,62,2,False
sample_423_true_unknown_38.png,38,С,False
sample_424_true_unknown_55.png,55,|,False
sample_425_true_Ф.png,Ф,77,False
sample_426_true_Й.png,Й,Ё,False
sample_427_true_unknown_65.png,65,Я.,False
sample_428_true_Р.png,Р,74,False
sample_429_true_unknown_40.png,40,Т,False
sample_42_true_unknown_65.png,65,4.,False
sample_430_true_Е.png,Е,Р,False
sample_431_true_unknown_38.png,38,С.,False
sample_432_true_О.png,О,с.,False
sample_433_true_unknown_58.png,58,222,False
sample_434_true_unknown_51.png,51,(Ц.,False
sample_435_true_Ь.png,Ь,:,False
sample_436_true_unknown_40.png,40,шд,False
sample_437_true_И.png,И,й!,False
sample_438_true_Л.png,Л,хд,False
sample_439_true_Ү.png,Ү,|,False
sample_43_true_unknown_37.png,37,(2,False
sample_440_true_Л.png,Л,2,False
sample_441_true_Ш.png,Ш,,False
sample_442_true_У.png,У,К,False
sample_443_true_В.png,В,б,False
sample_444_true_Э.png,Э,9,False
sample_445_true_unknown_58.png,58,(/,False
sample_446_true_unknown_47.png,47,х,False
sample_447_true_unknown_42.png,42,7,False
sample_448_true_unknown_40.png,40,/77,False
sample_449_true_М.png,М,ё,False
sample_44_true_unknown_46.png,46,72,False
sample_450_true_Б.png,Б,ай,False
sample_451_true_Т.png,Т,Ч,False
sample_452_true_И.png,И,7,False
sample_453_true_unknown_36.png,36,д,False
sample_454_true_unknown_37.png,37,4,False
sample_455_true_unknown_63.png,63,,False
sample_456_true_unknown_55.png,55,"Ш,",False
sample_457_true_unknown_36.png,36,Ж»,False
sample_458_true_unknown_45.png,45,ФР,False
sample_459_true_Р.png,Р,2,False
sample_45_true_unknown_50.png,50,2,False
sample_460_true_Ю.png,Ю,Ї!,False
sample_461_true_unknown_37.png,37,С,False
sample_462_true_Ц.png,Ц,,False
sample_463_true_О.png,О,27,False
sample_464_true_Д.png,Д,8,False
sample_465_true_unknown_49.png,49,2,False
sample_466_true_У.png,У,К,False
sample_467_true_Р.png,Р,7),False
sample_468_true_Л.png,Л,"Ё,",False
sample_469_true_unknown_43.png,43,7,False
sample_46_true_Д.png,Д,8,False
sample_470_true_О.png,О,эьб,False
sample_471_true_Е.png,Е,,False
sample_472_true_unknown_41.png,41,Ч,False
sample_473_true_З.png,З,?,False
sample_474_true_unknown_56.png,56,"Ш,",False
sample_475_true_unknown_40.png,40,"""Т",False
sample_476_true_Ё.png,Ё,7,False
sample_477_true_Щ.png,Щ,17,False
sample_478_true_Е.png,Е,|,False
sample_479_true_unknown_58.png,58,М.,False
sample_47_true_Э.png,Э,илр,False
sample_480_true_С.png,С,(4,False
sample_481_true_Ъ.png,Ъ,2,False
sample_482_true_Ю.png,Ю,77,False
sample_483_true_Ө.png,Ө,2,False
sample_484_true_Л.png,Л,ё,False
sample_485_true_unknown_52.png,52,Ч,False
sample_486_true_Н.png,Н,2,False
sample_487_true_unknown_55.png,55,/,False
sample_488_true_unknown_46.png,46,2,False
sample_489_true_Р.png,Р,,False
sample_48_true_unknown_35.png,35,Р,False
sample_490_true_И.png,И,Я,False
sample_491_true_Ч.png,Ч,4»,False
sample_492_true_unknown_53.png,53,24/,False
sample_493_true_Т.png,Т,25,False
sample_494_true_unknown_36.png,36,/1,False
sample_495_true_Й.png,Й,Ё,False
sample_496_true_Ё.png,Ё,Г,False
sample_497_true_Ш.png,Ш,“,False
sample_498_true_Й.png,Й,Е.,False
sample_499_true_unknown_41.png,41,7,False
sample_49_true_unknown_49.png,49,"7,",False
sample_4_true_Э.png,Э,9,False
sample_50_true_unknown_52.png,52,га,False
sample_51_true_Е.png,Е,2,False
sample_52_true_unknown_44.png,44,|,False
sample_53_true_unknown_53.png,53,(0,False
sample_54_true_Р.png,Р,ТХ,False
sample_55_true_unknown_63.png,63,"8,",False
sample_56_true_Ь.png,Ь,73,False
sample_57_true_Р.png,Р,,False
sample_58_true_Ф.png,Ф,|,False
sample_59_true_А.png,А,!,False
sample_5_true_unknown_65.png,65,4,False
sample_60_true_Ч.png,Ч,7А,False
sample_61_true_unknown_62.png,62,10,False
sample_62_true_unknown_41.png,41,27,False
sample_63_true_Щ.png,Щ,ХА,False
sample_64_true_Я.png,Я,гс,False
sample_65_true_О.png,О,,False
sample_66_true_Б.png,Б,Ф2,False
sample_67_true_unknown_48.png,48,Ж,False
sample_68_true_unknown_49.png,49,2,False
sample_69_true_unknown_64.png,64,9,False
sample_6_true_Е.png,Е,Ё,False
sample_70_true_Л.png,Л,С,False
sample_71_true_Я.png,Я,71),False
sample_72_true_Ц.png,Ц,,False
sample_73_true_Г.png,Г,5,False
sample_74_true_Щ.png,Щ,Е,False
sample_75_true_unknown_57.png,57,:,False
sample_76_true_unknown_39.png,39,“,False
sample_77_true_И.png,И,2,False
sample_78_true_Ц.png,Ц,,False
sample_79_true_unknown_51.png,51,Я,False
sample_7_true_Т.png,Т,(4,False
sample_80_true_unknown_59.png,59,Б,False
sample_81_true_unknown_40.png,40,ЯН,False
sample_82_true_unknown_48.png,48,х,False
sample_83_true_unknown_44.png,44,,False
sample_84_true_unknown_65.png,65,Л,False
sample_85_true_Р.png,Р,1,False
sample_86_true_Й.png,Й,Е,False
sample_87_true_unknown_37.png,37,С,False
sample_88_true_М.png,М,2,False
sample_89_true_Ь.png,Ь,2,False
sample_8_true_unknown_57.png,57,9,False
sample_90_true_К.png,К,Ө,False
sample_91_true_Д.png,Д,524,False
sample_92_true_А.png,А,,False
sample_93_true_Г.png,Г,2”,False
sample_94_true_Е.png,Е,ь,False
sample_95_true_unknown_50.png,50,5-,False
sample_96_true_Ч.png,Ч,24.,False
sample_97_true_unknown_36.png,36,2,False
sample_98_true_unknown_38.png,38,С,False
sample_99_true_Ө.png,Ө,3,False
sample_9_true_unknown_65.png,65,,False
